"hhid","province","zone","rice","area_rice_harvested","area_rice_planted","qty_rice_harvested","qty_rice_own_use","qty_rice_sale","qty_rice_gift","qty_rice_pay","qty_rice_feed","qty_rice_seed","qty_rice_lost","qty_rice_processed","value_rice_prod","cashew","area_cashew_harvested","area_cashew_planted","qty_cashew_harvested","qty_cashew_own_use","qty_cashew_sale","qty_cashew_gift","qty_cashew_pay","qty_cashew_feed","qty_cashew_seed","qty_cashew_lost","qty_cashew_processed","cashew_harv_sold_pct","sold_cashew","cashew_area_agland_pct","cashew_area_total_pct","cashew_price_impt","value_cashew_prod","cashew_price"
"HID104492",8,"Plain",1,0.800000011920929,0.800000011920929,5000,1000,4000,0,0,0,0,0,0,4e+06,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID104495",4,"Tonle Sap",1,0.990000009536743,0.990000009536743,2500,0,0,0,0,0,0,0,0,2250000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID104497",17,"Tonle Sap",1,1,1,1500,0,0,0,0,0,0,0,0,1350000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID104604",3,"Plain",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID104607",20,"Plain",1,2,2,6000,0,0,0,0,0,0,0,0,4920000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID104699",6,"Tonle Sap",1,0.400000005960464,0.400000005960464,700,0,0,0,0,0,0,0,0,630000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID104779",5,"Mountain",1,0.400000005960464,0.400000005960464,600,0,0,0,0,0,0,0,0,6e+05,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID104786",13,"Mountain",1,2.5,3,4100,0,0,0,0,0,0,0,0,3690000,1,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.41433603,0.41433603,0,NA,NA
"HID104872",16,"Mountain",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,10000,0,10000,0,0,0,0,0,0,1,1,0.96385539,0.96385539,0,45000000,4500
"HID104920",17,"Tonle Sap",1,0.5,0.5,1200,0,0,0,0,0,0,0,0,1080000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID104929",7,"Coastal",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID105113",3,"Plain",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID105117",9,"Coastal",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID105181",1,"Tonle Sap",1,1.85000002384186,2,8000,1000,7000,0,0,0,0,0,0,6800000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID105281",21,"Plain",1,1.89999997615814,1.89999997615814,8000,1000,5000,0,0,0,1000,1000,0,6320000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID105463",14,"Plain",1,0.200000002980232,0.200000002980232,780,0,0,0,0,0,0,0,0,663000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID105557",7,"Coastal",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID105612",8,"Plain",1,0.25,0.25,600,0,0,0,0,0,0,0,0,480000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID105631",21,"Plain",1,0.5,0.5,1200,950,200,0,0,0,50,0,0,1200000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID105792",25,"Plain",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID105858",5,"Mountain",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID105861",9,"Coastal",1,0.150000005960465,0.150000005960465,400,0,0,0,0,0,0,0,0,340000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID105878",20,"Plain",1,4,4,59000,0,59000,0,0,0,0,0,0,45430000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID105943",4,"Tonle Sap",1,2.40000009536743,2.40000009536743,11000,1500,8000,1500,0,0,0,0,0,9900000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID105944",15,"Tonle Sap",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID105976",1,"Tonle Sap",1,2,2,1000,0,0,0,0,0,0,0,0,850000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID106020",2,"Tonle Sap",1,5.5,5.5,10000,3000,7000,0,0,0,0,0,0,9900000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID106089",25,"Plain",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1.3,1.3,1000,0,1000,0,0,0,0,0,0,1,1,0.64724922,0.64724922,0,5000000,5000
"HID106192",14,"Plain",1,2,2,6000,1500,4260,0,0,0,240,0,0,4920000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID106199",8,"Plain",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID106237",21,"Plain",1,0.100000001490116,0.100000001490116,170,155,0,0,0,0,12,3,0,144500,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID106297",7,"Coastal",1,0.899999976158142,0.899999976158142,3000,1500,1500,0,0,0,0,0,0,3e+06,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID106338",17,"Tonle Sap",1,0.550000011920929,0.550000011920929,800,0,0,0,0,0,0,0,0,720000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID106354",14,"Plain",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID106381",8,"Plain",1,0.5,0.5,1800,0,0,0,0,0,0,0,0,1440000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID106469",4,"Tonle Sap",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID106472",21,"Plain",1,0.730000019073486,0.730000019073486,1400,770,220,200,0,100,110,0,0,1680000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID106720",5,"Mountain",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID106741",3,"Plain",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID106763",14,"Plain",1,2.5,2.5,1500,1000,0,0,0,0,500,0,0,1275000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID106833",7,"Coastal",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID106837",1,"Tonle Sap",1,3,3,7000,1000,6000,0,0,0,0,0,0,6300000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID106842",22,"Tonle Sap",1,3,3,5000,3000,2000,0,0,0,0,0,0,4e+06,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID107036",1,"Tonle Sap",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID107054",14,"Plain",1,0.0500000007450581,0.0500000007450581,150,0,0,0,0,0,0,0,0,127500,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID107178",8,"Plain",1,0.600000023841858,0.600000023841858,6400,1400,4800,0,0,0,200,0,0,5120000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID107233",14,"Plain",1,0.790000021457672,0.790000021457672,2100,1200,500,25,0,0,250,30,0,2100000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID107298",11,"Mountain",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID107333",16,"Mountain",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,15,15,1500,0,1500,0,0,0,0,0,0,1,1,0.49792531,0.49792531,0,6000000,4000
"HID107340",3,"Plain",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID107374",21,"Plain",1,0.449999988079071,0.449999988079071,3800,700,3100,0,0,0,0,0,0,2850000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID107433",3,"Plain",1,3,4,13500,1400,12100,0,0,0,0,0,0,10800000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID107450",5,"Mountain",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID107458",23,"Coastal",1,0.135000005364418,0.135000005364418,650,0,0,0,0,0,0,0,0,585000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID107544",25,"Plain",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,2.8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.97560978,0.97560978,0,NA,NA
"HID107578",19,"Mountain",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID107649",3,"Plain",1,0.75,0.75,1200,0,0,0,0,0,0,0,0,984000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID107683",20,"Plain",1,0.800000011920929,0.800000011920929,1500,0,0,0,0,0,0,0,0,1230000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID107749",7,"Coastal",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID107789",14,"Plain",1,0.5,0.5,1500,500,0,0,0,300,300,0,400,1275000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID107794",5,"Mountain",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID107830",24,"Tonle Sap",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID107954",20,"Plain",1,0.899999976158142,0.899999976158142,2300,0,0,0,0,0,0,0,0,1886000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID107987",21,"Plain",1,3.20000004768372,3.20000004768372,20000,2000,18000,0,0,0,0,0,0,1.6e+07,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID108076",10,"Mountain",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,4000,0,4000,0,0,0,0,0,0,1,1,0.97087383,0.97087383,0,16000000,4000
"HID108190",8,"Plain",1,1,1,5000,2000,3000,0,0,0,0,0,0,3500000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID108223",2,"Tonle Sap",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID108301",14,"Plain",1,0.899999976158142,0.899999976158142,5000,1000,3800,0,0,0,200,0,0,3600000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID108322",4,"Tonle Sap",1,3,3,6000,1000,1000,0,0,100,1000,0,0,4800000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID108329",17,"Tonle Sap",1,2,2,2500,0,0,0,0,0,0,0,0,2250000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID108487",17,"Tonle Sap",1,3,3,6000,2000,4000,0,0,0,0,0,0,6e+06,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID108666",7,"Coastal",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID108741",2,"Tonle Sap",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID108823",6,"Tonle Sap",1,0.699999988079071,0.699999988079071,720,0,0,0,0,0,0,0,0,648000,1,2,2.5,3000,0,3000,0,0,0,0,0,0,1,1,0.46992481,0.46992481,0,9000000,3000
"HID108825",14,"Plain",1,2.70000004768372,2.70000004768372,15600,3800,11800,0,0,0,0,0,0,14352000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID108830",17,"Tonle Sap",1,1.70000004768372,1.70000004768372,4000,1500,2500,0,0,0,0,0,0,4e+06,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID108879",2,"Tonle Sap",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID108915",4,"Tonle Sap",1,1.5,1.5,2000,1000,1000,0,0,0,0,0,0,1600000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID108977",17,"Tonle Sap",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID109004",20,"Plain",1,0.400000005960464,0.400000005960464,1000,0,0,0,0,0,0,0,0,820000,1,NA,NA,10,0,0,0,0,0,0,0,0,0,0,NA,NA,1,30000,3000
"HID109018",3,"Plain",1,0.800000011920929,0.800000011920929,1500,0,0,0,0,0,0,0,0,1230000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID109028",20,"Plain",1,0.0199999995529652,0.0199999995529652,200,0,0,0,0,0,0,0,0,164000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID109042",3,"Plain",1,1.79999995231628,1.79999995231628,1000,0,0,0,0,0,0,0,0,820000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID109096",10,"Mountain",1,1,1,3000,2500,500,0,0,0,0,0,0,3e+06,1,NA,NA,800,0,800,0,0,0,0,0,0,1,1,NA,NA,0,3200000,4000
"HID109138",8,"Plain",1,0.5,0.5,2300,0,0,0,0,0,0,0,0,1840000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID109256",14,"Plain",1,0.610000014305115,0.649999991059303,1700,1200,200,0,0,0,0,0,0,1411000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID109257",15,"Tonle Sap",1,0.75,0.75,140,0,0,0,0,0,0,0,0,112000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID109294",2,"Tonle Sap",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID109432",21,"Plain",1,0.300000011920929,0.300000011920929,700,0,0,0,0,0,0,0,0,595000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID109458",20,"Plain",1,3,3,9000,0,5000,0,0,0,300,0,3700,7470000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID109532",8,"Plain",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID109545",13,"Mountain",1,1,1,1000,0,0,0,0,0,0,0,0,9e+05,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID109658",2,"Tonle Sap",1,2,2,8000,2000,6000,0,0,0,0,0,0,7200000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID109680",2,"Tonle Sap",1,2,2,9000,1000,8000,0,0,0,0,0,0,7200000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID109748",20,"Plain",1,1.14999997615814,1.14999997615814,3500,2500,1000,0,0,0,0,0,0,2800000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID109761",6,"Tonle Sap",1,3.5,4,26500,1000,24000,0,0,0,0,0,0,21200000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID109764",8,"Plain",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID109882",21,"Plain",1,3,3,17000,2000,4000,0,0,0,0,0,0,1.7e+07,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID109937",20,"Plain",1,0.5,0.5,850,0,0,0,0,0,0,0,0,697000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID109947",8,"Plain",1,0.25,0.25,2000,800,1000,0,0,0,200,0,0,1600000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID109975",15,"Tonle Sap",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,20,0,20,0,0,0,0,0,0,1,1,NA,NA,0,30000,1500
"HID110056",18,"Coastal",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID110113",2,"Tonle Sap",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID110219",1,"Tonle Sap",1,2,2,12500,5000,7000,0,0,0,0,0,0,8750000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID110309",4,"Tonle Sap",1,3,3,6500,2000,3000,0,0,0,1000,0,0,6500000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID110378",17,"Tonle Sap",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID110388",25,"Plain",1,0.5,0.5,1500,500,800,0,0,10,190,0,0,1200000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID110449",7,"Coastal",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID110491",20,"Plain",1,0.699999988079071,0.699999988079071,1200,0,0,0,0,0,0,0,0,984000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID110587",16,"Mountain",1,1.5,1.5,2500,0,0,0,0,0,0,0,0,2e+06,1,3,3.1405,2500,0,2500,0,0,0,0,0,0,1,1,0.67537636,0.67537636,0,12500000,5000
"HID110619",3,"Plain",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID110631",22,"Tonle Sap",1,4,4,5700,2000,3700,0,0,0,0,0,0,4275000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID110706",22,"Tonle Sap",1,4,4,7000,3000,4000,0,0,0,0,0,0,7e+06,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID110713",5,"Mountain",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID110928",4,"Tonle Sap",1,0.5,0.5,500,400,0,0,0,10,50,5,0,450000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID110930",14,"Plain",1,0.300000011920929,0.300000011920929,1040,0,0,0,0,0,0,0,0,884000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID110989",8,"Plain",1,0.819999992847443,0.819999992847443,4000,500,3500,0,0,0,0,0,0,3200000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID111085",14,"Plain",1,0.100000001490116,0.100000001490116,300,0,0,0,0,0,0,0,0,255000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID111159",2,"Tonle Sap",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID111180",21,"Plain",1,0.100000001490116,0.100000001490116,350,0,0,0,0,0,0,0,0,297500,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID111186",9,"Coastal",1,1.5,1.5,2800,0,0,0,0,0,0,0,0,2380000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID111283",8,"Plain",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID111312",2,"Tonle Sap",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID111413",NA,"",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID111459",14,"Plain",1,0.46000000834465,0.46000000834465,1188,1089,0,0,0,0,99,0,0,1009800,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID111523",21,"Plain",1,1.70000004768372,1.70000004768372,20000,800,18000,0,0,200,320,50,0,16800000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID111575",17,"Tonle Sap",1,0.25,0.25,510,0,0,0,0,0,0,0,0,459000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID111586",23,"Coastal",1,0.25,0.25,1170,0,0,0,0,0,0,0,0,1053000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID111662",10,"Mountain",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
