"hhid","province","zone","rice","area_rice_harvested","area_rice_planted","qty_rice_harvested","qty_rice_own_use","qty_rice_sale","value_rice_prod","cashew","area_cashew_harvested","area_cashew_planted","qty_cashew_harvested","qty_cashew_own_use","qty_cashew_sale","cashew_harv_sold_pct","sold_cashew","cashew_area_agland_pct","cashew_area_total_pct","cashew_price_impt","value_cashew_prod","cashew_price"
"HID488507",21,"Plain",1,0.53,0.55,2600,0,0,2418000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID488538",25,"Plain",1,0.9,0.9,4000,1000,1000,3480000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID488590",1,"Tonle Sap",1,1.16,1.16,2400,0,0,2160000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID488610",18,"Coastal",1,0.2,0.2,900,0,0,810000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID488621",13,"Mountain",1,4,4,12000,1000,5000,10200000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID488678",6,"Tonle Sap",1,0.8,0.8,3000,500,1000,3450000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID488771",10,"Mountain",1,0.75,0.75,5500,0,0,5500000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID488818",6,"Tonle Sap",1,0.75,0.75,3000,0,0,2700000,1,0.9,0.9,600,0,0,0,0,0.54476124,0.53571433,1,1920000,3200
"HID488860",14,"Plain",1,0.73,0.73,3000,0,0,2790000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID489042",14,"Plain",1,0.35,0.35,1200,0,0,1116000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID489065",6,"Tonle Sap",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID489110",7,"Coastal",1,0.2,0.2,1560,0,0,1591200,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID489137",14,"Plain",1,1.5,1.5,4000,1500,500,3600000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID489256",3,"Plain",1,0.1,0.1,1200,0,0,1080000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID489313",2,"Tonle Sap",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID489373",2,"Tonle Sap",1,6,6,24000,2000,9000,28800000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID489474",17,"Tonle Sap",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID489547",8,"Plain",1,1,1,9000,500,4000,9000000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID489586",14,"Plain",1,1.6,1.6,13000,2000,4500,13650000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID489675",1,"Tonle Sap",1,18,18,59000,8000,21500,53100000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID489773",17,"Tonle Sap",1,1,1,4000,500,1500,4000000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID490007",25,"Plain",1,0.3,0.3,2000,0,0,1900000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID490020",15,"Tonle Sap",1,0.9,0.9,1800,0,0,1620000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID490067",3,"Plain",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID490074",7,"Coastal",1,1,1,6250,1025,2000,6562500,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID490117",8,"Plain",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID490168",9,"Coastal",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID490308",4,"Tonle Sap",1,0.2,0.2,480,0,0,432000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID490417",8,"Plain",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID490467",6,"Tonle Sap",1,1.5,1.5,30000,1000,14000,24600000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID490509",3,"Plain",1,9.7,9.7,100000,3000,47000,105000000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID490542",1,"Tonle Sap",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID490580",12,"Phnom Penh",1,0.1,0.7,560,0,0,672000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID490616",7,"Coastal",1,0.3,2,3000,150,1350,3300000,1,NA,NA,20,0,10,0.5,1,NA,NA,0,60000,3000
"HID490678",8,"Plain",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID490694",21,"Plain",1,2.32,2.32,49000,3000,21500,44100000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID490778",14,"Plain",1,0.92,0.92,2500,0,0,2325000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID490864",3,"Plain",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID491021",20,"Plain",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID491037",3,"Plain",0,NA,NA,NA,NA,NA,NA,1,3,3,4000,0,2000,0.5,1,1,0.98846787,0,14000000,3500
"HID491056",6,"Tonle Sap",1,26,26,151450,6000,69725,121160000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID491095",22,"Tonle Sap",1,7,7,17000,1500,7000,14569000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID491322",5,"Mountain",1,0.2,0.2,1300,0,0,1430000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID491392",2,"Tonle Sap",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID491524",21,"Plain",1,2.08,2.08,16000,2000,6000,13840000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID491673",10,"Mountain",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID491756",2,"Tonle Sap",1,3.5,3.5,22500,1800,9450,15750000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID491836",20,"Plain",1,0.25,0.25,600,0,0,540000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID491849",14,"Plain",1,0.5,0.5,800,0,0,744000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID491850",25,"Plain",1,2,2,10000,2000,3000,11000000,1,NA,NA,60,0,30,0.5,1,NA,NA,0,300000,5000
"HID491929",6,"Tonle Sap",1,2.2,2.2,5000,1000,1500,4500000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID491972",25,"Plain",1,1.5,1.5,6440,1400,1820,6762000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID491999",14,"Plain",1,0.48,0.48,3000,0,0,2790000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID492022",1,"Tonle Sap",1,0.5,1,800,0,0,720000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID492026",5,"Mountain",1,0.19,0.19,600,0,0,660000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID492051",3,"Plain",1,6.75,6.75,47000,3500,20000,35250000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID492147",4,"Tonle Sap",1,9.3,9.3,48000,1000,23000,43200000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID492236",21,"Plain",1,0.38,0.38,900,0,0,837000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID492290",14,"Plain",1,0.37,0.37,3000,0,0,2790000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID492298",21,"Plain",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID492321",21,"Plain",1,0.4,0.4,3000,0,0,2790000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID492334",13,"Mountain",0,NA,NA,NA,NA,NA,NA,1,10,23,6000,0,3000,0.5,1,1,1.1488512,0,31200000,5200
"HID492355",14,"Plain",1,2,2,21150,2100,8475,20198250,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID492469",15,"Tonle Sap",1,0.5,0.5,600,0,0,540000,1,0,0.5,0,NA,NA,NA,NA,0.33266801,0.30303031,0,NA,NA
"HID492520",9,"Coastal",1,2,2,4200,0,0,4200000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID492674",7,"Coastal",1,0.47,0.47,2420,0,0,2468400,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID492702",20,"Plain",1,1.5,1.5,2500,0,0,2250000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID492784",1,"Tonle Sap",1,0.3,0.32,4000,1000,1000,3200000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID492885",1,"Tonle Sap",1,0.8,1,2000,500,500,1330000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID492888",20,"Plain",1,1.26,1.26,6500,1950,1300,5525000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID492900",16,"Mountain",1,1,1,2400,0,0,2220000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID492927",25,"Plain",1,0.8,0.8,5040,1520,1000,4536000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID493028",1,"Tonle Sap",1,0,5,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID493034",13,"Mountain",1,2.5,2.5,5000,0,0,5000000,1,2,2,1000,0,500,0.5,1,0.43758887,0.43478262,0,4500000,4500
"HID493144",6,"Tonle Sap",1,0.26,0.26,4000,0,0,3600000,1,2,2,2400,0,1200,0.5,1,0.72374612,0.69930071,0,6000000,2500
"HID493182",7,"Coastal",1,0.15,0.15,1000,0,0,1020000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID493237",6,"Tonle Sap",1,2,2,8000,2000,2000,6400000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID493248",10,"Mountain",1,1,1,5000,0,0,5000000,1,0,10.6,0,NA,NA,NA,NA,0.62012237,0.619883,0,NA,NA
"HID493258",8,"Plain",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID493319",14,"Plain",1,0.5,0.5,5000,1000,1500,5000000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID493321",24,"Tonle Sap",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID493458",15,"Tonle Sap",1,5.5,5.5,9520,4025,0,8568000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID493579",5,"Mountain",1,0.44,0.44,2100,0,0,2310000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID493619",25,"Plain",0,NA,NA,NA,NA,NA,NA,1,2,2,4000,0,2000,0.5,1,0.44444445,0.44247788,0,16000000,4000
"HID493708",2,"Tonle Sap",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID493746",7,"Coastal",1,1.48,1.48,3300,0,0,3366000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID493973",17,"Tonle Sap",1,1,1,3000,0,0,2850000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID494019",25,"Plain",0,NA,NA,NA,NA,NA,NA,1,4,4,4000,0,2000,0.5,1,0.8888889,0.79302138,0,16000000,4000
"HID494054",5,"Mountain",1,0.35,0.35,1120,0,0,1232000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID494163",14,"Plain",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID494241",3,"Plain",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID494257",10,"Mountain",1,5,5,10000,2500,2500,13000000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID494310",8,"Plain",1,0,0.9,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID494321",8,"Plain",1,1,1,8000,1000,3000,6800000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID494350",7,"Coastal",1,0.73,0.73,3420,0,0,3488400,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID494447",4,"Tonle Sap",1,0.27,0.27,1400,0,0,1260000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID494632",7,"Coastal",1,0.1,0.1,456,0,0,465120,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID494635",2,"Tonle Sap",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID494732",8,"Plain",1,0.6,0.6,2000,0,0,1800000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID494803",17,"Tonle Sap",1,4,4,6000,0,0,5700000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID494830",25,"Plain",1,0.8,0.8,3200,0,0,3040000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID494864",1,"Tonle Sap",1,3,3,6000,0,0,5400000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID494915",17,"Tonle Sap",1,7,10.2,14000,1500,5500,13020000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID494951",8,"Plain",1,0.75,0.75,4000,0,0,3600000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID495050",6,"Tonle Sap",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID495136",17,"Tonle Sap",1,1,1,6000,2000,1000,7200000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID495138",15,"Tonle Sap",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID495297",7,"Coastal",1,1,1,6000,2000,1000,6600000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID495367",5,"Mountain",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID495476",12,"Phnom Penh",1,0.5,0.5,2400,0,0,2880000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID495482",10,"Mountain",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID495503",3,"Plain",0,NA,NA,NA,NA,NA,NA,1,2,2,8050,0,4025,0.5,1,0.87126988,6.6666665,0,24150000,3000
"HID495509",2,"Tonle Sap",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID495678",6,"Tonle Sap",1,2.5,2.5,16000,0,6000,11200000,1,NA,NA,20,0,10,0.5,1,NA,NA,0,80000,4000
"HID495688",6,"Tonle Sap",1,1,1,2880,0,0,2592000,1,0.8,0.8,240,0,120,0.5,1,0.30616149,0.28891295,0,480000,2000
"HID495748",4,"Tonle Sap",1,0,0.25,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID495831",3,"Plain",0,NA,NA,NA,NA,NA,NA,1,2.5,2.5,6000,0,3000,0.5,1,1,0.98116165,0,24000000,4000
"HID496023",6,"Tonle Sap",1,6,6,36000,3000,15000,29160000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID496064",5,"Mountain",1,0.56,0.56,4300,1910,240,4300000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID496128",19,"Mountain",0,NA,NA,NA,NA,NA,NA,1,NA,NA,240,0,120,0.5,1,NA,NA,0,1200000,5000
"HID496219",14,"Plain",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID496220",22,"Tonle Sap",1,15,15,15000,2500,1000,11700000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID496247",1,"Tonle Sap",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID496282",5,"Mountain",1,4.34,4.34,16800,2000,6000,18480000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID496289",5,"Mountain",1,1.75,1.75,9744,200,2376,10718400,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID496347",NA,"",0,NA,NA,NA,NA,NA,NA,1,1,1,5000,0,2500,0.5,1,0.98522168,20.833334,0,20000000,4000
"HID496374",21,"Plain",1,10,10,160000,0,80000,123200000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID496376",21,"Plain",1,0.58,0.58,3200,0,0,2976000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID496422",14,"Plain",1,0.5,0.5,3000,0,0,2790000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID496566",14,"Plain",1,0.95,0.95,4000,500,1500,4320000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID496571",4,"Tonle Sap",1,1,1,6000,1000,2000,6000000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID496582",21,"Plain",1,0.4,0.4,1800,600,300,1800000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID496591",11,"Mountain",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID496679",6,"Tonle Sap",1,2,2,24000,2000,10000,17280000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID496712",9,"Coastal",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID496749",14,"Plain",1,3,3,18000,4000,5000,13500000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID496795",20,"Plain",1,1.05,1.05,3000,500,1000,2250000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID496823",7,"Coastal",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID496876",20,"Plain",1,1.04,1.04,3200,0,0,2880000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID496882",5,"Mountain",1,1.14,1.14,3600,0,0,3960000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID496964",21,"Plain",1,0.4,0.4,2000,0,0,1860000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID496970",4,"Tonle Sap",1,0.23,0.23,3000,0,0,2700000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID497085",14,"Plain",1,0.5,0.5,2400,0,0,2232000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID497199",NA,"",1,3,3,4200,0,0,4200000,1,6,10.4,6280,0,3140,0.5,1,0.5095042,104,0,21980000,3500
"HID497209",14,"Plain",1,0.02,0.02,800,0,0,744000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID497234",2,"Tonle Sap",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID497254",20,"Plain",1,0.86,0.86,8000,0,0,7200000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID497340",21,"Plain",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID497341",8,"Plain",1,3,3,15000,500,7000,13500000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID497399",3,"Plain",1,1.2,1.2,4000,0,0,3600000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID497876",4,"Tonle Sap",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID498011",6,"Tonle Sap",1,1,1,2800,0,0,2520000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID498055",7,"Coastal",1,1.35,1.35,8000,0,0,8160000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID498142",25,"Plain",1,0.6,0.6,4200,0,0,3990000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID498194",6,"Tonle Sap",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID498270",17,"Tonle Sap",1,3,3,8100,1050,3000,8505000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID498276",20,"Plain",1,1.03,1.03,7000,0,0,6300000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID498312",19,"Mountain",1,0.2,0.2,1000,0,0,1000000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID498319",5,"Mountain",1,0.5,0.5,2800,0,0,3080000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID498400",10,"Mountain",1,0.7,0.7,2600,0,0,2600000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID498403",14,"Plain",1,3,3,20000,1000,9000,21000000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID498438",2,"Tonle Sap",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID498449",14,"Plain",1,1.22,1.22,4620,1000,1310,4620000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID498500",7,"Coastal",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID498509",6,"Tonle Sap",1,0.26,0.26,1680,0,0,1512000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID498548",16,"Mountain",1,0.5,0.5,900,0,0,832500,1,0,0.5,0,NA,NA,NA,NA,0.49500048,0.46296296,0,NA,NA
"HID498580",25,"Plain",0,NA,NA,NA,NA,NA,NA,1,5,5,7000,0,3500,0.5,1,0.99601597,0.99009895,0,35000000,5000
"HID498582",6,"Tonle Sap",1,0.5,0.5,6000,2100,900,4500000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID498672",2,"Tonle Sap",1,0.64,0.64,2400,0,1200,2160000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID498713",20,"Plain",1,0.35,0.35,1000,0,0,900000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID498828",2,"Tonle Sap",1,4.5,4.5,26000,2000,11000,17680000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID499077",21,"Plain",1,3,3,24000,6000,6000,24000000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID499199",17,"Tonle Sap",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID499224",2,"Tonle Sap",1,1.5,1.5,8000,2500,400,6800000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID499400",4,"Tonle Sap",1,0.473,0.473,1800,0,0,1620000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID499428",20,"Plain",1,0.25,0.25,1400,0,0,1260000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID499460",3,"Plain",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID499534",2,"Tonle Sap",1,1,1,6000,1000,2000,4200000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID499577",20,"Plain",1,1,1,2000,0,0,1800000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID499583",21,"Plain",1,0.25,0.25,1000,0,0,930000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID499593",8,"Plain",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID499603",10,"Mountain",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID499681",14,"Plain",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID499743",1,"Tonle Sap",1,0,1.92,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID499831",8,"Plain",1,0.19,0.19,1400,0,0,1260000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID499891",3,"Plain",1,1.6,1.6,12800,1000,5400,13440000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID499932",3,"Plain",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID500088",21,"Plain",1,0.1,0.1,600,0,0,558000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID500188",5,"Mountain",1,1.35,1.35,8400,1200,3000,10080000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID500210",14,"Plain",1,1.4,1.4,3000,0,0,2790000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID500215",6,"Tonle Sap",0,NA,NA,NA,NA,NA,NA,1,0,3,0,NA,NA,NA,NA,0.74925077,0.59760958,0,NA,NA
