"hhid","province","zone","rice","area_rice_harvested","area_rice_planted","qty_rice_harvested","qty_rice_own_use","qty_rice_sale","value_rice_prod","cashew","area_cashew_harvested","area_cashew_planted","qty_cashew_harvested","qty_cashew_own_use","qty_cashew_sale","cashew_harv_sold_pct","sold_cashew","cashew_area_agland_pct","cashew_area_total_pct","cashew_price_impt","value_cashew_prod","cashew_price"
"HID112624",22,"Tonle Sap",1,3.5,3.5,20000,2500,7500,21000000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID112681",3,"Plain",1,1,1,20000,2000,8000,20000000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID112689",20,"Plain",1,0.18,0.18,1200,0,0,1080000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID112695",21,"Plain",1,0.45,0.45,3000,0,0,2790000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID112714",13,"Mountain",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID112717",21,"Plain",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID112719",5,"Mountain",1,0.53,0.53,4400,0,600,4620000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID112794",6,"Tonle Sap",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID112852",4,"Tonle Sap",1,0.64,0.64,6000,0,0,5400000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID113000",21,"Plain",1,0.09,0.09,400,0,0,372000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID113021",6,"Tonle Sap",1,6,6,46000,1000,22000,43700000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID113136",10,"Mountain",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID113198",5,"Mountain",1,1,1,3000,0,0,3300000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID113262",7,"Coastal",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID113322",8,"Plain",1,1,1,14600,0,7300,8760000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID113334",8,"Plain",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID113341",6,"Tonle Sap",1,0.9,0.9,2400,0,1200,2640000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID113359",4,"Tonle Sap",1,1,1,3000,1000,500,2100000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID113431",2,"Tonle Sap",1,2,2,3000,500,1000,2400000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID113460",5,"Mountain",1,0.9,0.9,2000,0,0,2200000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID113655",3,"Plain",0,NA,NA,NA,NA,NA,NA,1,2,2,2000,0,1000,0.5,1,0.49875313,0.48076925,0,8000000,4000
"HID113677",3,"Plain",1,0.5,0.5,1400,0,0,1260000,1,1.7,3.7,2800,0,1400,0.5,1,0.88095236,0.87470448,0,9800000,3500
"HID113724",17,"Tonle Sap",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID113788",17,"Tonle Sap",0,NA,NA,NA,NA,NA,NA,1,8,8,20000,0,10000,0.5,1,0.6130268,0.59925091,0,76000000,3800
"HID113897",5,"Mountain",1,1.17,1.17,4000,0,0,4400000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID113952",5,"Mountain",1,1.84,1.84,7400,1300,2400,7400000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID113968",6,"Tonle Sap",1,1.3,5.5,1260,0,0,1134000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID113990",2,"Tonle Sap",1,5,5,20000,3000,7000,18000000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID114080",14,"Plain",1,2.5,2.5,17500,1000,7750,17500000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID114096",17,"Tonle Sap",1,4.8,4.8,16000,4000,4000,11680000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID114186",2,"Tonle Sap",1,1,1,4000,500,1500,2800000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID114252",8,"Plain",1,0.3,0.3,4000,1000,1000,2800000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID114366",15,"Tonle Sap",1,0.35,0.35,2100,0,0,1890000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID114482",20,"Plain",1,1,1,6000,0,0,5400000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID114551",20,"Plain",1,1,1,2200,0,0,1980000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID114611",21,"Plain",1,0.1,0.1,1000,100,400,750000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID114653",21,"Plain",1,0.5,0.5,1000,0,0,930000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID114689",8,"Plain",1,2,2,15600,800,7000,15600000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID114704",17,"Tonle Sap",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID114730",8,"Plain",0,NA,NA,NA,NA,NA,NA,1,0,9.9,0,NA,NA,NA,NA,1,0.99009907,0,NA,NA
"HID114876",5,"Mountain",1,2,2,5000,0,0,5500000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID114980",17,"Tonle Sap",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID115123",21,"Plain",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID115212",21,"Plain",1,0.47,0.47,3600,0,0,3348000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID115249",15,"Tonle Sap",1,0.23,0.23,2400,0,0,2160000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID115257",8,"Plain",1,0.61,0.61,4000,0,0,3600000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID115391",21,"Plain",1,0.4,0.4,2500,0,0,2325000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID115392",7,"Coastal",1,0.88,0.88,4160,1080,1000,4992000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID115410",3,"Plain",1,2.4,2.4,11600,1000,3500,12180000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID115529",22,"Tonle Sap",1,26,26,60000,5000,25000,54000000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID115569",21,"Plain",1,0.13,0.13,840,0,0,781200,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID115584",3,"Plain",1,2.8,2.8,11200,600,5000,14560000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID115626",23,"Coastal",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID115627",22,"Tonle Sap",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID115725",6,"Tonle Sap",1,0.55,0.55,2210,0,0,1989000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID115740",17,"Tonle Sap",1,3,3,8000,2000,2000,7200000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID115743",6,"Tonle Sap",0,NA,NA,NA,NA,NA,NA,1,2,2,1600,0,800,0.5,1,0.52216595,0.51948053,0,6400000,4000
"HID115747",5,"Mountain",1,0.45,0.45,2400,0,0,2640000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID115854",14,"Plain",1,1.7,1.7,8000,1500,2500,8000000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID115871",25,"Plain",1,0.5,0.5,1000,0,0,950000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID115904",2,"Tonle Sap",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID115977",25,"Plain",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID115995",3,"Plain",1,1.5,2,22400,100,11100,20160000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID116003",4,"Tonle Sap",1,2,2,5900,0,0,5310000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID116371",5,"Mountain",1,0.98,0.98,1500,0,0,1650000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID116414",2,"Tonle Sap",1,3,3,2000,0,0,1800000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID116518",25,"Plain",1,0.5,0.5,840,0,0,798000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID116534",25,"Plain",1,4,4,16800,1400,7000,16800000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID116575",7,"Coastal",1,0.7,0.7,2200,0,0,2244000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID116661",6,"Tonle Sap",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID116789",17,"Tonle Sap",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID116889",4,"Tonle Sap",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID117044",24,"Tonle Sap",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID117166",14,"Plain",1,1.1,1.1,12000,1000,5000,12720000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID117174",2,"Tonle Sap",1,0.24,0.24,1600,0,0,1440000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID117210",25,"Plain",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID117269",25,"Plain",1,0.4,0.4,1440,0,0,1368000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID117382",2,"Tonle Sap",1,1,1,16400,1000,7200,16400000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID117397",17,"Tonle Sap",1,0.7,0.7,3000,750,750,3000000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID117515",1,"Tonle Sap",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID117714",2,"Tonle Sap",1,9,9,33000,2500,14000,32340000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID117744",14,"Plain",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID117824",7,"Coastal",1,0.68,0.68,2140,0,0,2182800,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID117853",7,"Coastal",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID117928",21,"Plain",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID118036",7,"Coastal",1,1.21,1.21,5500,1700,1050,6050000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID118073",14,"Plain",1,1.64,1.64,5000,1750,500,5000000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID118110",2,"Tonle Sap",1,5,5,20000,3000,7000,16000000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID118174",10,"Mountain",0,NA,NA,NA,NA,NA,NA,1,0,20,0,NA,NA,NA,NA,0.96146911,0.95693779,0,NA,NA
"HID118177",7,"Coastal",1,0.5,0.5,2000,800,200,2000000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID118288",8,"Plain",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID118482",25,"Plain",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID118603",8,"Plain",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID118622",15,"Tonle Sap",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID118759",7,"Coastal",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID118845",2,"Tonle Sap",1,4,4,36000,2000,15000,34200000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID119063",2,"Tonle Sap",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID119064",NA,"",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID119074",3,"Plain",1,0.69,0.69,2800,0,1400,2240000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID119102",5,"Mountain",1,0.15,0.15,1400,0,0,1540000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID119117",NA,"",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID119134",25,"Plain",0,NA,NA,NA,NA,NA,NA,1,4.5,5.3,11400,0,5700,0.5,1,0.86340308,0.86038965,0,45600000,4000
"HID119145",15,"Tonle Sap",1,2,2,1600,0,0,1440000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID119343",8,"Plain",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID119378",25,"Plain",0,NA,NA,NA,NA,NA,NA,1,0,1,0,NA,NA,NA,NA,0.99552017,0.98039216,0,NA,NA
"HID119393",19,"Mountain",1,0,0.5,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID119470",2,"Tonle Sap",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID119540",21,"Plain",1,0.4,0.4,4800,1200,1200,4800000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID119613",24,"Tonle Sap",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID119701",3,"Plain",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID119707",8,"Plain",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID119811",25,"Plain",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID119850",2,"Tonle Sap",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID119860",25,"Plain",1,0.5,0.5,3150,1500,75,3150000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID119874",17,"Tonle Sap",1,3.5,3.5,12000,2000,4000,13200000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID119895",3,"Plain",1,1.5,1.5,7800,1900,2000,7800000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID119899",7,"Coastal",1,0.3,0.3,1520,0,0,1550400,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID120023",21,"Plain",1,0.6,0.6,4200,0,0,3906000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID120154",2,"Tonle Sap",1,0.5,0.5,2400,1000,200,2040000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID120206",7,"Coastal",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID120345",10,"Mountain",1,1.5,1.5,6000,0,0,6000000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID120414",14,"Plain",1,1.71,1.71,9800,0,2800,8820000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID120453",8,"Plain",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID120487",5,"Mountain",1,0.7,0.7,4800,0,0,5280000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID120524",1,"Tonle Sap",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID120619",2,"Tonle Sap",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID120683",14,"Plain",1,0.4,0.4,3900,325,1625,2730000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID120947",2,"Tonle Sap",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID120976",18,"Coastal",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID121031",13,"Mountain",1,6,6,8000,1000,3000,7200000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID121121",17,"Tonle Sap",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID121348",5,"Mountain",1,0,0.42,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID121372",7,"Coastal",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID121373",15,"Tonle Sap",1,0.3,0.3,1600,0,0,1440000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID121412",13,"Mountain",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID121420",21,"Plain",1,0.3,0.3,2000,0,0,1860000,1,NA,NA,4,0,0,0,0,NA,NA,1,14000,3500
"HID121476",2,"Tonle Sap",1,2,2,11050,2525,3000,7182500,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID121479",3,"Plain",0,NA,NA,NA,NA,NA,NA,1,0,4,0,NA,NA,NA,NA,0.99750626,1.9417477,0,NA,NA
"HID121521",21,"Plain",1,0.5,0.5,4000,0,0,3720000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID121638",21,"Plain",1,3.42,4.07,38800,1700,17700,29100000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID121692",25,"Plain",1,0,0.6,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID121877",17,"Tonle Sap",1,0.43,0.43,2000,0,1000,1800000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID121908",7,"Coastal",1,7,7,100000,2000,48000,85000000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID121953",3,"Plain",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID121972",6,"Tonle Sap",1,0.3,0.3,1440,0,0,1296000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID121990",20,"Plain",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID122035",7,"Coastal",1,0.3,0.3,2200,0,0,2244000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID122113",15,"Tonle Sap",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID122130",6,"Tonle Sap",1,2,2,20000,1000,9000,16000000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID122149",1,"Tonle Sap",1,5,15,8000,2000,2000,5680000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID122382",3,"Plain",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID122472",14,"Plain",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID122488",15,"Tonle Sap",1,1.4,1.4,1100,0,0,990000,1,NA,NA,8,0,4,0.5,1,NA,NA,0,36000,4500
"HID122500",8,"Plain",1,10,10,100000,1000,49000,100000000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID122663",4,"Tonle Sap",1,0.5,0.5,2000,0,0,1800000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID122733",5,"Mountain",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID122787",11,"Mountain",0,NA,NA,NA,NA,NA,NA,1,1,1,200,0,100,0.5,1,0.48076922,20,0,800000,4000
"HID122842",22,"Tonle Sap",1,4,4,9000,2500,2000,7200000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID122919",17,"Tonle Sap",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID122920",10,"Mountain",1,2,2,5000,900,1600,5000000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID122992",11,"Mountain",1,1,1,5000,0,0,4250000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID123010",19,"Mountain",0,NA,NA,NA,NA,NA,NA,1,0,4,0,NA,NA,NA,NA,0.99980003,0.96880454,0,NA,NA
"HID123039",15,"Tonle Sap",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID123179",14,"Plain",1,0.75,0.75,1000,0,0,930000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID123209",4,"Tonle Sap",1,0.08,0.08,680,220,120,612000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID123283",7,"Coastal",1,1.09,1.09,4600,0,0,4692000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID123382",2,"Tonle Sap",1,1,1,6000,1000,2000,4800000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID123527",21,"Plain",1,0.95,0.95,2000,0,0,1860000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID123588",6,"Tonle Sap",1,1,1,2400,0,0,2160000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID123638",22,"Tonle Sap",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID123680",7,"Coastal",1,0.3,0.3,2700,0,0,2754000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID123685",25,"Plain",1,0.4,0.4,2400,0,0,2280000,1,0.14,0.14,400,0,200,0.5,1,0.093997583,0.088050313,0,1600000,4000
"HID123694",21,"Plain",1,0.4,0.4,1000,0,0,930000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID123696",1,"Tonle Sap",1,2,2,1600,0,0,1440000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID123727",3,"Plain",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID123771",7,"Coastal",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID123780",6,"Tonle Sap",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID123794",7,"Coastal",1,1,1,7200,3100,500,7200000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID123797",7,"Coastal",1,0.9352,0.9352,8730,2200,2000,8730000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID123830",14,"Plain",1,2.05,2.05,5000,1000,1500,4800000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID123865",6,"Tonle Sap",1,1,1,3200,0,0,2880000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID123955",24,"Tonle Sap",0,NA,NA,NA,NA,NA,NA,1,0,4,0,NA,NA,NA,NA,0.41467965,0.33909801,0,NA,NA
"HID124040",7,"Coastal",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID124095",21,"Plain",1,1,1,21000,1000,9500,21420000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID124140",2,"Tonle Sap",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID124200",14,"Plain",1,0.65,0.65,3400,0,0,3162000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID124209",10,"Mountain",0,NA,NA,NA,NA,NA,NA,1,4,4,12000,0,6000,0.5,1,1,0.98960912,0,30000000,2500
"HID124219",18,"Coastal",1,3.5,3.5,14000,0,0,12600000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID124324",25,"Plain",1,0.4,0.4,2080,0,0,1976000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID124360",7,"Coastal",1,0.23,0.23,1800,0,0,1836000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"HID124568",5,"Mountain",1,0.3,0.4,1376,0,0,1513600,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
